# SYNTHETIC ambient-noise recording (site A, f0 = 2.5 Hz) — QuakeLogic HVSR Studio example, NOT field data
# model: 1-DOF resonant amplification, f0 = 2.5 Hz, A0 = 5.00, damping = 0.1021
# sample_rate = 100 Hz, start = 2025-01-01T00:00:00.000000Z, units = counts
time_s	north	east	vertical
569.98	-0.4398	-22.1452	3.4657
569.99	-2.9215	-14.9003	-26.1984
570.00	0.0852	-7.3550	-69.1184
570.01	8.1235	7.9692	-89.2380
570.02	12.6271	14.5154	32.1695
570.03	14.6764	18.6329	105.8455
570.04	8.8377	28.5147	96.3143
570.05	4.2980	39.4891	-27.4559
570.06	2.6856	50.8392	139.4117
570.07	2.4027	61.8828	-25.4032
570.08	-6.1746	64.8119	-138.5201
570.09	-15.5831	57.9076	7.4827
570.10	-22.6332	47.1158	5.6850
570.11	-27.8087	28.2442	187.8799
570.12	-29.7453	12.0124	84.5259
570.13	-31.9276	-5.1340	-36.4533
570.14	-30.5093	-23.5906	-132.1902
570.15	-32.7791	-41.1538	-115.4789
570.16	-33.2004	-59.1303	-3.6846
570.17	-33.4423	-73.8337	68.3559
570.18	-30.9088	-82.3456	37.8157
570.19	-19.6231	-85.8911	-67.0031
570.20	-11.6121	-87.8495	136.8162
570.21	-5.6776	-80.8588	53.6861
570.22	1.2013	-68.8745	-36.8267
570.23	8.2420	-63.2464	69.9306
570.24	17.5424	-55.9857	141.3020
570.25	22.5322	-49.0104	91.6845
570.26	30.3706	-44.7238	130.6760
570.27	37.5059	-47.2359	-242.5520
570.28	44.1048	-40.1393	0.1947
570.29	45.6259	-31.8186	-64.9150
570.30	50.3179	-24.4517	-47.1449
570.31	46.7174	-22.8314	-12.9434
570.32	40.6676	-20.2482	7.7119
570.33	30.6013	-14.9890	7.7997
570.34	20.3552	-12.9346	10.6260
570.35	13.8361	-4.6331	-13.7598
570.36	4.8396	10.5445	-3.4859
570.37	-3.0649	21.4815	-73.3319
570.38	-7.9743	41.5640	32.2887
570.39	-17.2463	55.0280	161.6182
570.40	-22.0075	64.8415	0.7533
570.41	-30.7170	77.6308	-125.7439
570.42	-40.2908	82.5548	83.4648
570.43	-42.6092	85.9645	-67.9247
570.44	-45.6102	85.2249	33.5916
570.45	-53.2381	80.7578	16.3946
570.46	-57.9222	73.8423	-87.3472
570.47	-56.5048	60.2282	76.7964
570.48	-49.1511	50.7651	184.3663
570.49	-44.1344	33.9307	137.5641
570.50	-43.0915	12.6077	55.2868
570.51	-38.8697	-6.2210	-163.2906
570.52	-33.1482	-17.1707	-125.5729
570.53	-29.5629	-23.4311	-51.8585
570.54	-27.0634	-26.8004	44.7590
570.55	-20.7442	-35.3982	-17.3758
570.56	-16.1126	-41.0759	1.3905
570.57	-11.6040	-47.3425	4.9046
570.58	-6.8989	-55.0081	164.3538
570.59	-3.7901	-59.5946	-85.0750
570.60	-4.2513	-52.3467	-105.0138
570.61	-4.4098	-50.3721	-138.4808
570.62	-1.8115	-46.9967	51.2984
570.63	0.1172	-39.8495	-171.9957
570.64	5.4167	-39.4999	-58.1893
570.65	5.1759	-32.6202	-80.9889
570.66	1.9888	-24.1369	60.9748
570.67	3.0009	-10.0407	132.5840
570.68	8.7258	10.1833	82.1280
570.69	7.2177	29.3890	235.3776
570.70	6.2452	49.6286	85.1157
570.71	6.0132	66.5423	73.0036
570.72	11.7930	80.0588	-8.7407
570.73	10.8225	88.0213	-134.9296
570.74	0.7229	93.9113	82.1154
570.75	-2.1152	92.9976	44.1115
570.76	-6.5322	85.1695	12.4600
570.77	-9.2612	77.9240	125.0156
570.78	-13.4982	68.7793	-39.5687
570.79	-18.2453	52.7147	-80.4998
570.80	-14.8294	38.0234	-0.3367
570.81	-14.8732	26.0619	-18.9712
570.82	-17.7833	10.2192	28.4036
570.83	-25.3902	-5.4677	-152.1932
570.84	-28.5859	-22.6465	-150.9208
570.85	-32.6456	-33.1528	-64.1745
570.86	-40.1116	-40.1101	14.5850
570.87	-44.0926	-52.7455	30.0271
570.88	-41.0042	-61.4468	112.5664
570.89	-44.2533	-74.8752	-93.9976
570.90	-43.2476	-84.9844	-30.8659
570.91	-39.9307	-94.4516	0.7812
570.92	-32.6934	-97.3151	83.1043
570.93	-30.2495	-102.1571	-117.0071
570.94	-32.7844	-106.5690	-2.2711
570.95	-33.6108	-107.4093	-149.1063
570.96	-21.1303	-104.0787	23.6095
570.97	-8.9391	-98.5931	-0.2704
570.98	1.5880	-89.7509	112.9800
570.99	16.6227	-77.6050	-47.2390
571.00	28.5296	-60.6055	70.4657
571.01	41.2156	-45.4747	222.9568
571.02	49.6493	-24.2522	-58.5686
571.03	54.5243	-2.5200	50.0668
571.04	56.7378	15.6217	-21.1951
571.05	61.9944	36.0677	-29.0782
571.06	66.3234	53.2151	105.7547
571.07	61.3988	69.0752	124.4789
571.08	55.4533	79.6246	-19.4240
571.09	46.0704	94.9074	-61.3169
571.10	41.3919	105.9575	103.5471
571.11	33.0602	110.1806	-82.7419
571.12	30.3944	116.4610	18.3530
571.13	22.7195	117.9908	72.0682
571.14	13.6896	120.4647	4.6662
571.15	-0.5498	116.9461	-157.0033
571.16	-18.3050	107.8775	-22.5928
571.17	-34.7596	103.8159	-168.7935
571.18	-52.3479	101.7166	19.4565
571.19	-66.9368	97.0067	-34.8638
571.20	-79.2230	86.9830	-17.5238
571.21	-92.9869	77.6986	-202.5231
571.22	-98.5680	68.8506	97.2040
571.23	-107.3287	52.6107	98.5170
571.24	-114.3891	32.6666	109.0560
571.25	-112.4373	14.0215	19.3907
571.26	-107.8922	-10.0702	159.4638
571.27	-104.7524	-27.3821	-49.9649
571.28	-104.0438	-41.5295	93.0609
571.29	-95.1998	-55.9255	130.8681
571.30	-83.5417	-74.3757	204.1158
571.31	-73.8490	-87.9910	35.8849
571.32	-60.3269	-98.5663	-130.3593
571.33	-41.2525	-102.5615	72.1781
571.34	-22.2953	-106.3586	88.3286
571.35	0.6269	-113.1782	46.2004
571.36	21.5022	-115.1563	-123.3481
571.37	38.9174	-121.0071	-110.5665
571.38	54.9894	-123.0459	-163.3449
571.39	62.5022	-117.9299	353.0071
571.40	72.2741	-104.1039	-82.3889
571.41	83.4511	-90.4009	74.9500
571.42	95.3315	-74.0758	-4.9105
571.43	110.6348	-51.8674	57.0554
571.44	123.3848	-23.7646	143.8892
571.45	130.0657	-0.5359	-40.3547
571.46	126.3050	23.2829	-53.5769
571.47	128.3812	54.4087	-81.8496
571.48	130.1667	83.9209	-73.2063
571.49	122.5357	106.7851	53.8521
571.50	112.1346	130.7006	-75.3923
571.51	104.3136	146.8933	110.8447
571.52	95.6567	156.0200	-120.4499
571.53	85.1611	156.3462	184.2355
571.54	68.6813	148.9861	130.8247
571.55	50.9875	143.1346	3.9443
571.56	33.4889	131.1110	159.5251
571.57	21.6460	119.0835	-57.1657
571.58	8.8189	105.6789	-152.8925
571.59	-0.9212	92.7393	126.6802
571.60	-5.4072	80.1848	308.7823
571.61	-5.9201	69.3962	-27.9035
571.62	-9.5018	55.7865	-147.5106
571.63	-15.6767	42.9770	-17.0808
571.64	-12.9866	35.8483	-67.2578
571.65	-15.9376	25.8546	136.9177
571.66	-12.9056	13.0306	293.7361
571.67	-11.1438	0.0290	-154.4195
571.68	-8.9337	-8.2739	-3.1163
571.69	-4.4189	-23.5150	-64.8437
571.70	-5.3186	-37.5843	88.6014
571.71	1.0927	-54.5189	16.3592
571.72	15.2598	-76.0468	-16.3924
571.73	24.6573	-89.1159	92.9090
571.74	30.2386	-94.6668	7.7903
571.75	45.3052	-94.6633	-255.2399
571.76	52.4852	-97.0931	7.3105
571.77	55.7590	-96.1416	48.0359
571.78	62.2368	-93.0824	-70.4590
571.79	59.9037	-89.0602	-4.3762
571.80	51.5549	-79.3287	-3.9950
571.81	46.6117	-67.4239	9.3551
571.82	29.8605	-49.3008	71.9765
571.83	17.3561	-34.6613	-77.7444
571.84	5.2220	-18.0902	-182.6475
571.85	-10.4354	1.7446	-203.7667
571.86	-25.5181	20.5832	109.1788
571.87	-36.7766	39.4018	-14.7013
571.88	-47.7755	50.0517	106.8066
571.89	-64.3759	60.8663	-36.2899
571.90	-74.8542	71.7836	-28.1811
571.91	-84.5021	76.9307	51.9441
571.92	-93.1598	87.8412	191.8834
571.93	-99.6680	97.0866	37.8078
571.94	-100.4081	102.4238	165.2844
571.95	-101.7652	102.5380	-77.2476
571.96	-98.5514	98.7133	94.4770
571.97	-99.0013	98.6344	41.3238
571.98	-100.1672	98.2546	-150.2843
571.99	-99.0739	94.3889	-2.5976
572.00	-92.2082	89.8210	-223.1751
572.01	-82.1448	73.3262	-91.3756
572.02	-72.3501	61.5930	69.4969
572.03	-59.9251	52.6352	-119.2957
572.04	-39.1051	44.9073	120.7010
572.05	-24.2780	44.8646	148.9903
572.06	-7.3655	39.9490	17.0430
572.07	10.9636	34.4325	-122.5750
572.08	26.9790	32.4154	-92.0374
572.09	43.6460	26.5475	182.6374
572.10	61.0592	24.9544	94.7538
572.11	77.9561	21.3312	90.6585
572.12	94.6320	19.6059	-45.4973
572.13	100.8589	12.0931	-48.6361
572.14	103.9274	6.3497	-184.6429
572.15	107.2813	5.3094	108.1505
572.16	101.6281	2.9463	78.6631
572.17	94.4003	3.8900	40.1847
572.18	84.8583	2.9993	102.7277
572.19	79.6855	2.7265	-110.0369
572.20	71.3509	-0.6006	123.1411
572.21	59.9175	-3.8032	72.2628
572.22	51.4720	-11.4326	-19.1768
572.23	36.6544	-12.3074	-67.0270
572.24	21.4708	-15.0843	141.0255
572.25	3.6970	-21.7434	-130.8321
572.26	-15.3299	-23.5133	-163.4524
572.27	-34.8679	-28.2676	-30.5157
572.28	-54.6596	-24.1308	62.5526
572.29	-74.6248	-18.1570	13.5540
572.30	-87.9795	-19.6679	24.1600
572.31	-111.0777	-20.5111	-50.8349
572.32	-129.1427	-23.4395	100.4197
572.33	-145.3283	-22.0849	125.1001
572.34	-149.9015	-17.2618	-53.4243
572.35	-149.8770	-16.6262	135.7067
572.36	-145.0395	-7.1143	-63.8433
572.37	-137.5570	-0.2969	84.7157
572.38	-132.3301	3.2939	-115.6597
572.39	-120.9536	8.8590	200.4120
572.40	-104.5659	11.4220	-48.7938
572.41	-78.1823	15.2630	165.4766
572.42	-54.4151	20.8101	-7.9103
572.43	-32.0732	23.5843	-95.6293
572.44	-5.4595	29.9497	-19.8789
572.45	19.5294	33.8472	146.5001
572.46	47.1576	30.0577	-29.0205
572.47	67.9507	32.4355	-80.2377
572.48	93.6878	40.3207	-3.4349
572.49	123.3917	46.2377	90.9673
572.50	144.9533	54.0095	16.4277
572.51	158.0539	58.9354	145.2424
572.52	168.4687	60.6602	-218.4821
572.53	174.9658	59.9382	-50.2817
572.54	178.6198	60.3180	-28.8387
572.55	175.5940	56.7181	133.6824
572.56	171.4640	44.1857	-59.2991
572.57	156.8743	35.4393	116.3331
572.58	150.1852	23.5380	-227.2173
572.59	141.0118	11.8322	107.0564
572.60	124.8521	0.7000	92.7512
572.61	104.5974	-13.0820	-60.6525
572.62	83.8098	-28.0771	126.6416
572.63	62.2579	-43.5001	-65.4424
572.64	39.7745	-57.9994	-173.7697
572.65	19.4890	-64.2309	-38.8328
572.66	-5.6552	-65.5386	189.7894
572.67	-28.5103	-65.9204	7.2255
572.68	-49.7403	-60.4718	-56.5063
572.69	-71.3198	-47.2959	30.1771
572.70	-93.7964	-36.2242	169.5885
572.71	-114.7274	-27.3789	7.1856
572.72	-130.6315	-13.3382	108.9564
572.73	-152.0758	-0.0267	3.1691
572.74	-165.8202	9.1813	-139.8951
572.75	-177.2776	24.0642	43.9319
572.76	-184.3886	36.6248	-90.7855
572.77	-181.9129	42.4736	-63.4736
572.78	-172.1633	48.0222	-70.8082
572.79	-155.3507	46.9740	76.2804
572.80	-142.5324	43.8021	126.0735
572.81	-121.5154	39.0943	-5.5173
572.82	-95.9325	30.4340	140.6957
572.83	-67.2789	18.0426	-29.3465
572.84	-36.3021	0.3067	73.8256
572.85	-0.9330	-14.3118	-156.1035
572.86	31.8947	-26.5605	18.9389
572.87	60.6934	-40.1482	67.2524
572.88	89.2919	-54.0486	-19.4101
572.89	116.0943	-67.8515	-171.8733
572.90	141.0114	-80.4065	-95.6496
572.91	161.9749	-86.7590	119.7126
572.92	175.3014	-87.2792	-107.7549
572.93	175.9929	-88.4876	30.6596
572.94	175.7705	-89.5168	197.8238
572.95	169.9342	-89.7413	253.2183
572.96	159.3653	-76.3237	-17.2293
572.97	146.4914	-71.2136	-10.1653
572.98	135.5773	-65.5969	-42.9655
572.99	119.7638	-67.2887	153.9762
573.00	99.7311	-61.9896	-114.8139
573.01	67.8726	-50.7477	66.9462
573.02	42.5802	-38.6539	80.4130
573.03	15.6295	-25.3150	-86.8760
573.04	-12.5820	-15.4703	34.7030
573.05	-37.8509	-0.7637	82.2312
573.06	-63.7600	16.2678	144.5009
573.07	-87.5899	32.5750	46.5376
573.08	-112.4694	46.9790	-164.4035
573.09	-128.2360	63.4144	88.0175
573.10	-142.9136	76.7229	-132.8689
573.11	-147.7325	83.6966	8.5065
573.12	-145.0920	85.5219	69.2935
573.13	-134.1193	81.3826	103.9742
573.14	-124.9414	88.8641	41.4620
573.15	-110.1518	87.7683	-53.6058
573.16	-90.7209	89.2903	-33.6760
573.17	-73.1181	90.5858	-76.5340
573.18	-56.8320	86.0535	-16.6420
573.19	-37.5904	79.5127	123.5898
573.20	-16.4227	75.0697	244.4102
573.21	11.0632	72.3881	145.0251
573.22	34.7146	66.5247	-5.7035
573.23	60.4464	65.3422	-106.2909
573.24	77.5246	54.0808	18.7763
573.25	95.4264	44.0077	-141.9561
573.26	110.6020	34.9458	-11.5505
573.27	120.7159	28.8966	0.3027
573.28	122.5684	19.4939	-178.1307
573.29	127.5270	4.1506	-137.5034
573.30	125.8120	-13.8204	-87.0798
573.31	124.4157	-23.0175	-183.8675
573.32	119.9583	-33.9782	-72.1540
573.33	109.8399	-45.7881	-63.7632
573.34	98.0945	-53.2480	54.4535
573.35	82.8306	-56.6294	-5.0969
573.36	71.4553	-54.5880	109.1997
573.37	52.7152	-50.1506	-72.6149
573.38	32.9080	-49.3900	-7.3539
573.39	12.8258	-46.8017	90.7646
573.40	-4.3176	-44.3939	30.4206
573.41	-23.3675	-41.2470	45.5880
573.42	-42.3533	-34.4337	-11.1900
573.43	-57.0440	-29.8862	33.5705
573.44	-71.7946	-25.2683	30.5934
573.45	-80.8982	-16.2190	-138.8438
573.46	-87.6711	-12.4801	15.9029
573.47	-95.1950	-7.6959	66.6894
573.48	-101.6537	-7.2502	17.7894
573.49	-103.3482	-2.8628	140.9861
573.50	-100.4915	4.8647	50.2888
573.51	-99.4999	11.3851	-106.3002
573.52	-93.0833	24.3417	-102.9373
573.53	-82.4164	29.5125	146.8991
573.54	-73.7695	31.8319	-150.2954
573.55	-61.1501	25.6056	29.1058
573.56	-43.7799	22.1352	57.3312
573.57	-18.2941	26.2828	72.9281
573.58	5.4717	33.9215	-6.1414
573.59	29.5006	33.6135	-73.3132
573.60	55.2968	21.7868	9.5848
573.61	76.9257	9.1484	-204.3042
573.62	97.3274	-4.5782	78.5328
573.63	115.6014	-12.1024	194.8618
573.64	131.0868	-13.6971	-11.3819
573.65	142.1242	-19.2685	-31.1479
573.66	147.1256	-28.1170	70.8426
573.67	144.2088	-40.1243	119.7976
573.68	140.8495	-47.5244	12.8325
573.69	143.6847	-52.0301	62.0556
573.70	136.4258	-56.3751	149.6103
573.71	118.2443	-56.5422	44.5138
573.72	103.1507	-53.6605	15.3122
573.73	86.8961	-54.6879	68.6299
573.74	67.5988	-46.5421	-121.7084
573.75	47.1106	-43.6231	131.9331
573.76	31.9757	-47.1824	12.9515
573.77	12.1625	-45.3093	-103.7296
573.78	-8.3081	-43.1083	-58.3007
573.79	-17.9865	-39.8507	9.8432
573.80	-27.4451	-34.1158	0.6143
573.81	-37.9745	-25.7495	70.1764
573.82	-51.1782	-17.6567	114.2151
573.83	-58.9082	-10.1534	78.9251
573.84	-64.3191	-3.9642	-96.6951
573.85	-69.9714	10.6322	109.6784
573.86	-74.7644	24.3324	122.1719
573.87	-84.7015	40.0724	-51.0701
573.88	-90.4477	58.2250	191.3622
573.89	-85.0944	77.6664	76.4250
573.90	-78.0124	89.5687	37.5405
573.91	-74.5905	100.7779	-63.4410
573.92	-61.2474	112.2198	51.8808
573.93	-45.3965	119.9960	57.1207
573.94	-30.0753	115.2743	60.7298
573.95	-18.5370	112.0366	-196.6027
573.96	-6.9944	104.6265	-64.5766
573.97	2.8547	96.6281	-43.2984
573.98	16.1136	90.8531	-29.2538
573.99	27.9502	81.7967	74.1991
574.00	39.0163	67.5801	37.5100
574.01	52.9752	56.6931	130.7544
574.02	60.7374	45.4375	38.0557
574.03	68.1128	30.3940	-150.5038
574.04	68.7224	19.5966	9.8127
574.05	64.9056	-0.5851	-130.5485
574.06	69.7505	-17.1160	-50.2311
574.07	70.7485	-32.8396	73.7534
574.08	64.4467	-42.8307	-163.3112
574.09	65.7042	-52.3892	33.6423
574.10	73.3347	-61.8901	75.7924
574.11	74.7395	-67.5591	70.0843
574.12	70.3889	-67.2834	-54.1501
574.13	61.2036	-65.2769	7.2694
574.14	52.4089	-58.3616	9.4276
574.15	43.7355	-53.5733	-82.0805
574.16	38.4698	-47.7150	-33.2685
574.17	25.1883	-48.1114	-124.3600
574.18	13.9635	-40.0286	-52.2189
574.19	-1.1220	-28.0244	33.6694
574.20	-19.2098	-16.3271	-51.2061
574.21	-24.4516	-5.3581	-104.6779
574.22	-32.4084	8.5057	-97.2638
574.23	-38.6462	15.1296	-10.1743
574.24	-43.1554	24.3124	52.4702
574.25	-45.7335	33.3642	-7.3569
574.26	-55.5059	38.9544	-64.6463
574.27	-54.5930	46.4086	-57.9152
574.28	-50.0442	50.5697	-14.0851
574.29	-44.8719	49.9774	77.2698
574.30	-33.1309	43.4662	-101.8552
574.31	-21.5218	40.3851	-61.2202
574.32	-10.5746	30.5924	50.1365
574.33	-6.5695	24.7413	-86.0701
574.34	0.0599	9.8069	8.5602
574.35	5.8621	-9.9341	49.1000
574.36	10.0280	-30.0482	126.1104
574.37	9.0400	-45.6338	75.6795
574.38	9.7346	-59.3421	-29.9979
574.39	17.0772	-61.2630	56.2736
574.40	22.5101	-63.8889	-52.0575
574.41	23.0247	-71.1072	-70.9149
574.42	21.5436	-77.0628	97.8208
574.43	24.8674	-90.2694	-43.4830
574.44	22.1030	-89.9056	60.4209
574.45	18.0938	-93.6980	42.0403
574.46	15.8362	-92.3979	-88.6275
574.47	19.4456	-89.9891	-101.6962
574.48	19.7870	-86.8723	42.0712
574.49	18.9913	-82.4784	51.8940
574.50	22.9253	-77.3796	47.8762
574.51	23.0790	-70.2766	-24.7571
574.52	17.0317	-61.9832	170.0477
574.53	12.4214	-54.3426	-12.9999
574.54	3.8213	-45.4206	101.4381
574.55	-7.7056	-35.5030	178.6799
574.56	-13.7474	-26.2927	-51.7036
574.57	-23.9090	-16.6077	40.6483
574.58	-27.7894	-8.8213	-77.6693
574.59	-29.0429	-5.9282	-63.1224
574.60	-27.2696	-8.1556	-100.8767
574.61	-28.2826	-8.0013	229.5099
574.62	-28.9275	-6.3867	-15.8790
574.63	-31.4889	-0.9570	48.2226
574.64	-30.2907	3.9439	-1.4901
574.65	-33.9264	7.8542	76.7349
574.66	-28.5081	12.4648	81.5201
574.67	-26.2390	18.3143	174.8668
574.68	-24.4218	19.9754	207.9425
574.69	-15.0276	18.4889	248.8067
574.70	3.5537	19.6238	22.3661
574.71	15.7616	21.7385	87.9373
574.72	25.9410	22.2751	33.4736
574.73	41.4567	17.9077	242.8224
574.74	52.1734	19.1455	39.7845
574.75	59.6228	19.2034	81.0264
574.76	57.1924	16.8169	-158.7274
574.77	54.4385	5.0387	56.3428
574.78	47.4653	-2.5539	-61.4693
574.79	36.4161	-11.0478	-37.8372
574.80	32.9056	-21.2748	81.1241
574.81	31.2425	-31.3105	-107.6696
574.82	32.8505	-45.7574	201.0711
574.83	30.9385	-54.9176	-49.6537
574.84	31.1612	-57.1665	141.7941
574.85	31.3532	-63.7467	103.6527
574.86	29.6582	-73.2984	40.4700
574.87	26.8206	-89.5753	76.4744
574.88	22.9749	-100.9555	105.5213
574.89	20.4072	-105.4451	-16.4067
574.90	21.0642	-109.2671	-9.9626
574.91	15.9715	-109.2915	-24.4003
574.92	15.6196	-107.6337	-109.1760
574.93	11.9770	-110.7269	58.6268
574.94	10.6510	-108.7690	-115.6074
574.95	7.8421	-107.3120	-27.5603
574.96	8.7035	-99.3572	-157.1545
574.97	9.2818	-87.0551	-15.3218
574.98	7.3515	-70.9558	-51.9740
574.99	-0.4526	-51.0787	54.7379
575.00	-5.8225	-40.7083	5.1681
575.01	-8.3693	-19.8456	-175.1778
575.02	-17.0501	1.1317	101.9617
575.03	-28.5008	22.5448	-115.0625
575.04	-42.7821	38.5111	-87.6110
575.05	-55.8773	54.6180	3.0177
575.06	-66.3058	70.9467	71.1994
575.07	-69.2139	86.1294	-5.7333
575.08	-73.8696	96.8393	-115.8725
575.09	-77.5677	101.3578	178.2782
575.10	-80.4794	98.2862	17.0896
575.11	-81.2855	90.6403	-67.2509
575.12	-83.8075	78.7577	89.4661
575.13	-81.2875	62.2033	-84.2046
575.14	-68.4842	47.1598	-143.2755
575.15	-51.5873	27.2827	-89.3681
575.16	-36.2843	7.1493	9.0741
575.17	-24.4982	-8.9571	156.5233
575.18	-6.3691	-29.2384	64.6580
575.19	9.0905	-43.7894	-130.6551
575.20	17.9783	-58.9367	-66.6760
575.21	25.9736	-75.0183	38.3586
575.22	40.3451	-91.2031	-82.7678
575.23	55.0313	-105.6188	257.0345
575.24	66.3288	-118.0786	112.7334
575.25	75.8736	-128.3312	-71.5962
575.26	85.0535	-137.7024	-67.6732
575.27	95.8281	-141.0622	-61.0820
575.28	106.5108	-134.4862	20.5615
575.29	115.3537	-126.5641	70.1507
575.30	121.2531	-117.8282	-48.9195
575.31	122.5118	-99.9925	42.3171
575.32	117.5678	-84.3676	-111.7154
575.33	102.4498	-64.0735	-77.1553
575.34	90.5443	-45.2820	8.8302
575.35	71.8656	-25.4608	-159.9590
575.36	61.5144	-1.6875	30.2570
575.37	44.1957	21.1916	-45.6053
575.38	21.4246	39.8391	47.5533
575.39	5.2290	57.8399	-236.3705
575.40	-11.8918	78.3309	108.6587
575.41	-28.9587	99.8480	214.3008
575.42	-53.6340	113.1233	205.6064
575.43	-72.9562	121.3261	-16.5198
575.44	-89.1675	126.9996	-26.5627
575.45	-105.4444	128.0137	143.4883
575.46	-118.7871	132.5698	-108.2346
575.47	-126.3217	134.6086	-82.3885
575.48	-135.1235	134.3806	187.6445
575.49	-142.8632	126.7896	-167.5668
575.50	-146.0564	116.9295	-122.4496
575.51	-142.2070	107.6852	-67.4301
575.52	-133.4290	94.5717	-23.0578
575.53	-127.1569	74.5259	60.7663
575.54	-119.3918	55.5925	-62.7274
575.55	-105.0297	37.5317	39.2768
575.56	-85.0880	13.8908	37.5192
575.57	-75.1026	-12.5185	-22.1849
575.58	-65.0519	-34.5108	53.6109
575.59	-49.2119	-52.9568	-33.5340
575.60	-34.3871	-77.0664	150.5763
575.61	-20.2884	-105.2779	-72.6889
575.62	1.5026	-126.4200	-21.6546
575.63	19.5866	-149.2506	71.9080
575.64	30.7556	-164.4357	-12.4573
575.65	40.7358	-170.0790	36.5900
575.66	45.5125	-173.4878	-103.3795
575.67	44.8872	-164.5505	-93.2861
575.68	44.3200	-153.6247	-136.8478
575.69	46.5446	-140.2342	-56.1363
575.70	41.9952	-130.1547	-223.8038
575.71	39.7166	-111.8119	-80.3054
575.72	32.0151	-88.1389	35.2075
575.73	28.9203	-60.5176	-53.2782
575.74	26.2956	-34.2509	69.5084
575.75	28.2201	-8.5189	87.7760
575.76	27.7911	16.4010	-53.8441
575.77	23.9587	34.7189	71.8085
575.78	32.3463	54.8598	-23.9679
575.79	36.3406	76.5303	-20.8759
575.80	44.9205	91.8868	100.7938
575.81	45.9316	105.7122	65.0666
575.82	44.1386	121.5702	-83.7304
575.83	41.9306	127.9866	-33.3650
575.84	36.3329	128.5885	-9.7554
575.85	35.3592	132.7167	-69.0090
575.86	36.8600	137.4501	-131.1381
575.87	35.7649	137.5062	168.2086
575.88	36.8251	132.1699	-63.8543
575.89	35.3928	119.6738	-120.9386
575.90	38.6008	106.4882	133.4071
575.91	43.1429	93.1152	13.1454
575.92	43.5227	76.8143	32.0439
575.93	42.6588	61.0682	-69.0975
575.94	45.7244	46.7962	-54.3451
575.95	44.7713	34.4040	92.5581
575.96	42.3020	20.4228	79.2433
575.97	39.2436	9.2889	164.4580
575.98	33.7823	-4.6767	37.3408
575.99	35.0397	-20.1054	81.7864
576.00	36.6335	-33.5180	9.6493
576.01	35.3583	-48.0321	24.3312
576.02	31.2063	-62.8104	62.2764
576.03	29.8088	-74.7990	-63.2957
576.04	31.3312	-83.4106	43.7659
576.05	36.2304	-92.4380	185.8847
576.06	35.7190	-93.2268	28.5883
576.07	39.9988	-94.1945	-155.5700
576.08	40.4365	-100.4759	-79.0402
576.09	41.8276	-97.9793	-8.4572
576.10	49.1773	-92.8102	287.9802
576.11	46.8201	-77.7623	137.9776
576.12	36.1948	-59.1984	-132.8462
576.13	29.1315	-41.5900	-77.5901
576.14	27.8676	-22.5965	11.9624
576.15	24.2418	-3.7981	-67.7864
576.16	14.6630	20.5835	82.7877
576.17	8.1527	41.0926	-21.5940
576.18	-4.8021	57.0367	-40.3030
576.19	-4.5800	74.7796	-51.4445
576.20	-5.2985	85.5527	-125.0032
576.21	-14.0109	91.9479	-21.0111
576.22	-22.9692	94.5360	-108.7532
576.23	-24.6592	104.4662	28.4010
576.24	-29.9800	110.9056	87.0351
576.25	-39.3241	110.9120	111.9161
576.26	-43.2252	106.0278	11.1576
576.27	-41.7419	94.0026	-14.2147
576.28	-37.1531	77.5475	-180.0395
576.29	-30.2556	58.0247	43.0967
576.30	-29.4979	36.7515	14.4777
576.31	-23.4285	9.5537	-24.8339
576.32	-12.9917	-19.6460	-92.9115
576.33	-5.6387	-46.1042	-3.8049
576.34	0.2061	-70.3016	133.1423
576.35	2.3865	-101.3451	-58.9984
576.36	3.0345	-125.0957	61.0168
576.37	4.1746	-137.6659	219.5881
576.38	5.5930	-150.1287	102.9393
576.39	8.6335	-166.5662	38.8687
576.40	6.3108	-176.6526	42.1855
576.41	8.3916	-177.9683	-51.3363
576.42	10.9936	-173.9472	220.5119
576.43	8.2242	-162.6744	-38.9108
576.44	3.9552	-146.1264	-99.8626
576.45	4.0704	-128.9938	-19.8133
576.46	0.6956	-109.3369	6.4035
576.47	7.4403	-90.5264	10.7360
576.48	12.7700	-67.7244	70.3059
576.49	13.7734	-43.5402	71.9715
576.50	10.9581	-23.1026	83.5916
576.51	10.9523	-3.2745	-14.7667
576.52	14.2628	11.6250	-9.8504
576.53	10.6012	33.1348	-30.8074
576.54	8.6095	51.1306	-137.0900
576.55	6.8250	66.9002	-83.9896
576.56	1.4899	87.2919	56.4231
576.57	-4.0558	93.5595	-48.2888
576.58	-7.7038	96.2753	11.1410
576.59	-18.0647	94.7790	213.2276
576.60	-21.9327	91.8615	4.0452
576.61	-32.9332	86.5798	76.3771
576.62	-44.4293	81.4812	96.6830
576.63	-57.2539	74.4657	165.3003
576.64	-65.8204	65.9894	81.8319
576.65	-64.6701	53.6124	-23.7409
576.66	-65.0161	30.7927	-41.3978
576.67	-72.2653	10.5501	-64.4474
576.68	-72.1568	-14.1491	-103.5564
576.69	-64.7607	-32.5318	63.4789
576.70	-58.7311	-46.2693	35.1159
576.71	-55.0288	-52.7057	130.0570
576.72	-39.2101	-63.8124	104.4945
576.73	-21.6347	-74.3378	-5.1910
